timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
28180000,28161000,197388,0.0063643865,-0.15219721,0.45684105,0
28276000,28233500,197388,0.0022779233,-0.14742954,0.45833555,0
28324000,28306000,197388,0.0017153347,-0.1425082,0.4586085,0
28420000,28377000,197388,0.0020116905,-0.13917351,0.45838955,0
28468000,28449000,197388,0.0010910213,-0.13428411,0.46121582,0
28552000,28516000,197388,-0.0009495092,-0.1330874,0.46280807,0
28612000,28588000,197388,0.0021287452,-0.12785432,0.46454224,0
28696000,28659428,197388,-0.0016117386,-0.1265385,0.46373022,0
28756000,28732000,197388,-0.00091526326,-0.12485784,0.46257624,0
28840000,28804000,197388,0.00035408422,-0.121886946,0.46498507,0
28900000,28876000,197388,-0.0021499,-0.11937654,0.46419793,0
28984000,28948000,197388,-0.0010446818,-0.11981889,0.46359813,0
29040000,29019200,197388,-7.213019e-05,-0.11860188,0.46611705,0
29116000,29086000,197388,-0.004071703,-0.12013261,0.46527037,0
29188000,29157333,197388,-0.0051739533,-0.11754354,0.4643966,0
29256000,29228666,197388,-0.0034525893,-0.120730065,0.46597394,0
29332000,29301333,197388,-0.0024281002,-0.12010951,0.4643743,0
29404000,29373333,197388,-0.0048937122,-0.12232088,0.46587926,0
29464000,29440000,197388,-0.005478763,-0.12292619,0.46433812,0
29548000,29512000,197388,-0.0066759153,-0.13018526,0.4643677,0
29608000,29584000,197388,-0.005369024,-0.13010097,0.4654304,0
29692000,29656000,197388,-0.0067600436,-0.13424924,0.4605067,0
29752000,29727200,197388,-0.0049162325,-0.14076279,0.4580249,0
29824000,29794000,197388,-0.0051883077,-0.14402542,0.45998904,0
29896000,29865333,197388,-0.0069369245,-0.1476694,0.45788443,0
29968000,29937333,197388,-0.0069805766,-0.14979717,0.45975813,0
30040000,30009333,197388,-0.007860988,-0.15756437,0.45400447,0
30112000,30081333,197388,-0.0058754617,-0.1618792,0.45160502,0
30172000,30148000,197388,-0.0066682505,-0.16577001,0.45224896,0
30256000,30219428,197388,-0.0052121705,-0.17535405,0.44611034,0
30316000,30291200,197388,-0.008419131,-0.1800435,0.4478913,0
30400000,30363428,197388,-0.008104065,-0.18518883,0.4415734,0
30460000,30436000,197388,-0.00879515,-0.19222252,0.4402302,0
30544000,30507428,197388,-0.0068094213,-0.19873409,0.43919843,0
30600000,30577600,197388,-0.008975841,-0.20283285,0.43635854,0
30676000,30646000,197388,-0.007457193,-0.20539717,0.43374985,0
30744000,30717333,197388,-0.0068488475,-0.21621817,0.42887545,0
30808000,30784000,197388,-0.005274297,-0.21990807,0.42697477,0
30888000,30854857,197388,-0.0058516036,-0.22941786,0.42277586,0
30940000,30922000,197388,-0.0037263737,-0.23248528,0.41625494,0
31036000,30994000,197388,-0.007915052,-0.24083245,0.4178214,0
31084000,31066000,197388,-0.0071562813,-0.24610299,0.41489303,0
31176000,31136500,197388,-0.0053573167,-0.2531722,0.41011095,0
31216000,31204000,197388,-0.008025603,-0.25467,0.40723628,0
31324000,31276000,197388,-0.0050541004,-0.26017848,0.40480137,0
31360000,31348000,197388,-0.0075519504,-0.26831794,0.3972001,0
31464000,31418666,197388,-0.00953564,-0.26903254,0.39700174,0
31504000,31490666,197388,-0.0075963987,-0.27211738,0.39529616,0
31612000,31563111,197388,-0.0059018633,-0.27680364,0.39162898,0
31648000,31634666,197388,-0.0053911023,-0.2796058,0.39461112,0
31744000,31702000,197388,-0.004973957,-0.279929,0.3876076,0
31792000,31773000,197388,-0.0070897723,-0.28494328,0.3889269,0
31888000,31845500,197388,-0.0039169076,-0.28663296,0.3859028,0
31936000,31917000,197388,-0.004836031,-0.28982967,0.3828804,0
32032000,31989500,197388,-0.0030553031,-0.28926086,0.38070723,0
32080000,32062000,197388,-0.006667555,-0.29072657,0.38271695,0
32176000,32134000,197388,-0.0034209639,-0.29061982,0.38231367,0
32224000,32206000,197388,-0.0038806787,-0.28821772,0.3825199,0
32320000,32278000,197388,-0.0003209484,-0.2927264,0.38117242,0
32368000,32350000,197388,-0.0024548348,-0.28967863,0.38074097,0
32464000,32422000,197388,-0.0007358673,-0.29051828,0.3838055,0
32512000,32494000,197388,-0.0050177877,-0.28775042,0.38265723,0
32608000,32566000,197388,-0.0018128743,-0.2877476,0.3856904,0
32656000,32637000,197388,-0.002074694,-0.28417417,0.3868428,0
32740000,32704000,197388,-0.0030086425,-0.28170204,0.3881083,0
32800000,32776000,197388,-1.1194637e-05,-0.2778003,0.3933656,0
32880000,32847428,197388,-0.00012977335,-0.2754143,0.3962997,0
32944000,32920000,197388,-0.0008155938,-0.27203938,0.39632636,0
33028000,32991428,197388,-0.001118386,-0.26978034,0.39783505,0
33088000,33064000,197388,0.00018188641,-0.2670562,0.40186268,0
33172000,33135428,197388,-0.0014460447,-0.25996727,0.40374273,0
33232000,33208000,197388,-0.00015105783,-0.2523131,0.40781602,0
33316000,33278857,197388,0.00043813133,-0.24921843,0.4072722,0
33364000,33346000,197388,0.0028604309,-0.24490434,0.41525272,0
33460000,33417000,197388,-0.00039559594,-0.2392556,0.4164379,0
33496000,33484000,197388,0.0058410964,-0.23122343,0.4154992,0
33600000,33555111,197388,0.000117513446,-0.22509265,0.42192206,0
33628000,33622000,197388,-0.0021073218,-0.22238955,0.42780662,0
33748000,33694000,197388,-4.8805065e-05,-0.21678372,0.4285992,0
33772000,33766000,197388,-0.00037676757,-0.21092556,0.43221837,0
33892000,33837600,197388,0.0011927972,-0.20399843,0.43452582,0
33916000,33910000,197388,-0.00023701478,-0.19736138,0.43125647,0
34036000,33981600,197388,0.0015582221,-0.18984269,0.44095907,0
34060000,34054000,197388,-0.0008045261,-0.18011191,0.44439664,0
34180000,34125200,197388,0.0015803202,-0.17884499,0.4455923,0
34204000,34196000,197388,0.0034474104,-0.17365813,0.449013,0
34312000,34264000,197388,-0.001429315,-0.16857766,0.45091105,0
34348000,34336000,197388,-0.0010285119,-0.16183166,0.45431584,0
34456000,34408000,197388,-0.0018658938,-0.1579815,0.45174366,0
34492000,34480000,197388,0.0011987982,-0.15370971,0.45367843,0
34600000,34551111,197388,-0.0017095642,-0.1468549,0.4600142,0
34624000,34618000,197388,-0.0038662388,-0.13783479,0.45973706,0
34744000,34689600,197388,-0.0017162502,-0.1377627,0.46121383,0
34768000,34762000,197388,-0.0018695153,-0.13348451,0.45852065,0
34888000,34833600,197388,-0.0022911504,-0.13070449,0.46335742,0
34912000,34906000,197388,-0.0039150715,-0.12771606,0.46449292,0
35032000,34977600,197388,-0.0034519488,-0.12671612,0.4625352,0
35056000,35048000,197388,0.002612377,-0.124950975,0.46336997,0
35160000,35115555,197388,-0.002885633,-0.12111253,0.4650364,0
35200000,35188000,197388,-0.0063370406,-0.12226819,0.46528733,0
35308000,35260000,197388,-0.0049146027,-0.12220699,0.4659752,0
35344000,35332000,197388,-0.005707895,-0.117047444,0.4654784,0
35448000,35403555,197388,-0.003956607,-0.11958142,0.46451432,0
35488000,35476000,197388,-0.0063752937,-0.12172645,0.46703196,0
35592000,35547555,197388,-0.005018487,-0.12030712,0.46503344,0
