timestamp,timestamp_sample,device_id,pressure,temperature,error_count
207940000,207940000,6620172,95532.97,11.791742,0
208924000,208924000,6620172,95533.08,11.791498,0
209932000,209932000,6620172,95533.46,11.791254,0
210916000,210916000,6620172,95532.69,11.791254,0
211924000,211924000,6620172,95532.8,11.791285,0
212932000,212932000,6620172,95532.234,11.791101,0
213916000,213916000,6620172,95531.625,11.790949,0
214924000,214924000,6620172,95532.1,11.790796,0
215928000,215928000,6620172,95530.61,11.790583,0
216916000,216916000,6620172,95531.16,11.790583,0
217924000,217924000,6620172,95531.875,11.790705,0
218932000,218932000,6620172,95533.54,11.790705,0
219916000,219916000,6620172,95531.766,11.790644,0
220924000,220924000,6620172,95532.4,11.790644,0
221928000,221928000,6620172,95538.8,11.794825,0
222916000,222916000,6620172,95548.26,11.799555,0
223924000,223924000,6620172,95555.26,11.804407,0
224932000,224932000,6620172,95565.766,11.809076,0
225916000,225916000,6620172,95572.85,11.813593,0
226924000,226924000,6620172,95582.43,11.818415,0
227932000,227932000,6620172,95590.66,11.823175,0
228940000,228940000,6620172,95599.59,11.827967,0
229924000,229924000,6620172,95605.67,11.832666,0
230932000,230932000,6620172,95607.14,11.832727,0
231940000,231940000,6620172,95607.05,11.832727,0
232924000,232924000,6620172,95606.06,11.832727,0
233932000,233932000,6620172,95604.51,11.832727,0
234916000,234916000,6620172,95607.69,11.832727,0
