timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
86916000,86836000,1.6495087,0.0053043617,1.7475028,1.2489002,1.6085527,1.6469848,1.6565756,0.13048136,0.16599381,0.094679,0.10103738,0.10305226,-0.23080646,0.66971713,0.023422107,-0.04789123,-0.06611061,7.1798786e-05,7.130215e-05,0.00032668715,0.7329215,0.26660877
87916000,87836000,1.6484184,0.0053206785,1.7448251,1.2542728,1.6081567,1.6459417,1.6553732,0.52252805,0.49296635,0.51215494,0.5148496,0.51554495,0.0030709356,0.048518293,0.014337912,0.011057451,0.010230951,7.921437e-05,7.921437e-05,0.0003280106,0.7332244,0.26628914
88916000,88836000,1.6468507,0.0053429008,1.7426572,1.255106,1.6068445,1.6443896,1.6537606,0.43997216,0.37427878,0.453399,0.45212382,0.4515167,0.15439229,-0.49075755,-0.029730994,0.021708302,0.034881577,7.905037e-05,7.743081e-05,0.00032797246,0.73326683,0.2662488
89916000,89836000,1.6463445,0.0051650996,1.737899,1.2715052,1.6081347,1.6439952,1.652931,-0.048898697,-0.108498454,-0.023939729,-0.027659655,-0.028963923,0.15648326,-0.7208967,-0.09231062,-0.022720993,-0.004913047,7.6310156e-05,7.093622e-05,0.00032523673,0.73321706,0.26631045
90916000,90836000,1.647864,0.0051802034,1.7379639,1.2788105,1.6102713,1.645555,1.6543415,-0.37026966,-0.39349872,-0.35874045,-0.36057067,-0.36118543,0.0296093,-0.36273298,-0.08141618,-0.050357245,-0.04241372,7.5495744e-05,7.47693e-05,0.00032416533,0.73317164,0.266354
91916000,91836000,1.6493851,0.0052104886,1.7388946,1.2827679,1.6120516,1.6470932,1.655821,-0.3067748,-0.28533775,-0.32720357,-0.32361162,-0.32247126,-0.21766128,0.35774884,-0.055365033,-0.10080323,-0.11242664,7.512374e-05,7.435758e-05,0.00032522032,0.73336816,0.2661571
92916000,92836000,1.6499927,0.005168029,1.7376267,1.2910131,1.6134689,1.6477524,1.6562923,-0.03753984,-0.014463782,-0.06647301,-0.061215043,-0.059580207,-0.23493257,0.5475521,-0.01451242,-0.07622213,-0.0920139,7.2558505e-05,7.0857604e-05,0.00032681302,0.7337424,0.26578736
93916000,93836000,1.6483161,0.0051133363,1.733268,1.3002987,1.6129581,1.646153,1.6544245,0.42429852,0.410007,0.40315413,0.4076661,0.40894246,-0.132335,0.26488963,-0.021586902,-0.052651964,-0.060602687,7.585651e-05,7.585651e-05,0.00032980047,0.73435587,0.2651626
94916000,94836000,1.6471188,0.0051852823,1.7319971,1.2994336,1.6117975,1.6449589,1.6532238,0.4861558,0.43858495,0.48290923,0.4845669,0.484883,0.027994055,-0.20215595,-0.038649913,-0.020159189,-0.015402336,7.862617e-05,7.876384e-05,0.0003304538,0.7344456,0.2650666
95916000,95836000,1.6467667,0.005078139,1.7289737,1.3096514,1.612559,1.6446738,1.6526632,0.05608189,-0.008538723,0.072624564,0.070697546,0.06989634,0.12179844,-0.69132257,-0.10901329,-0.044624038,-0.028104722,7.808619e-05,7.1088034e-05,0.0003270424,0.7341565,0.2653673
